id,title,author,grade,text,char,valence,arousal,dominance
91532,Sweet Loves Of My Life,joyce e,12,أنا أحصل على لينة في عيني، قلبي ينبض بسرعة، كما أرى بلدي الفرس الجميل تبحث في الخارج، الأماكن التي قد تكون فيها. هي تقف متحولة - ثم الكنيكرز، كما تراني أنظر، أيضا. 'تعال معي - اللعب مع لي - مع لي أند؛ فر لي لأنني أنا أفتقدك. 'ثم العزيز 'القطار الحافل' يجذبني في أوزه يتحدث- يضرب جناحيه ويدور بالقرب مني بينما نتحدث. عيناه البنيتان تخبرني بالحزن - كيف هو مفقود من دون رفيقه. ثم ينحني رقبته ويشكرني على الخبز الذي طعمه عظيم.,744,3.5014567375183105,3.50258207321167,3.2171294689178467
91531,The Seasons of My Heart,joyce e.,12,عندما يأتي الصيف والورود، أحب أن أعمل على الأرض. أنا أزرع البذور، يعطي الله الغلة، بينما ذكريات أبيكم، هي في كل مكان. أرى أن عربتك، متراكمة عالياً مع القرعة؛ الكلب المخلص وراءك. أخفض يدك وساعدني، كما أبتسم في عينيك المليئة باللمعان. عندما تغير الخريف يلتف في جميع أنحاء المرج والتل، ترتاح أوز. أسمع صوت الصرخة -,846,3.482664108276367,3.421837568283081,3.2452633380889893
92623,Love,joyceline,12,الحب هو مثل الكوكلات التي تتشقق من خلال فمك مرة واحدة كنت معه لا يمكنك العودة إلى العودة إلى المنزل مع الدموع في وجهك فقط لأنك خارج من الكوكولات عندما كنت في أسفل التفكير في الكوكلات التي سوف تجعلك مرة أخرى,224,3.540415048599243,3.686492919921875,3.1935479640960693
84416,Fat cat,jukanda,12,كان هناك قطة سمينة جلست على جرذ ثم تحولت إلى مضرب قام بسحقه قليلاً مثل الطبيب الصغير ثم تحولت مرة أخرى إلى قطة سمينة.,145,2.515500068664551,3.1524155139923096,3.0153679847717285
93548,Mirror Bird,julie,12,من الواضح أنني رأيت في الإنعكاس، طير يغطس منقاره.,104,3.511597156524658,3.37754774093628,3.2049825191497803
112513,Summer,julisbeth,12,يا إلهي، يا إلهي! يا إلهي! يا إلهي! يا إلهي!,126,4.201536655426025,3.78991961479187,3.380033254623413
95549,The life in the economical downturn,jumalan m,12,(أ) قصيدة: كانت الحياة في حالة الانكماش الاقتصادي (في هذه القصيدة استخدمت بعض النصائح من أطروحات معلمي الخاص المستشار الخاص (لاري سميث) الذي خدم في حرب فيتنام وسقط مرتين على طائرة هليكوبتر في أحراش حياة فيتنام مشرقة. ولا سيما تعاليمه عن عملية الموت كانت مفيدة تماماً كما كنت أصور منحنى الموت في قصدتي. في الواقع كان يعلم هذه، عندما كانت الشركة المزخرفة المستهدفة تمر ببعض التسريحات القاسية في أتلانتا في عام 1991 أثناء ركود واحد في الولايات المتحدة. س. أ.),1697,2.8504467010498047,3.073896169662476,3.026158332824707
115231,One is too many,junaid,12,واحد في المليون. واحد سيكون دائما واحدا، واحد سوف يحاول دائما لكسر واحد إلى أسفل، واحد لا يريد أن يرى واحد يتحرك إلى الأمام، ولكن عقد واحد إلى الوراء. للعثور على واحد، واحد يحتاج إلى الوقوف ضد واحد، ليكون واحدا، لذلك خذ هذا في الاعتبار،,398,3.154526948928833,3.290818214416504,3.3008904457092285
110836,Little Bombs,juniper and holli,12,- عندما تكون آخر مرة تتحدث فيها إلى إلهك، فإن بعض الرجال يسقطون بعض الضربات وبعض الرجال يسقطون القنابل لأنهم قد تعلموا جيداً ما هو بالضبط الذي درسوه؟ من هو الشخص الذي في عقله سوف يجده صحيحاً ليعلمهم أن هذا هو بخير؟,5767,2.546311616897583,3.412097454071045,3.0807414054870605
55220,Boo,justin,12,لقد أخفتك,23,2.10266661643982,4.219915866851807,3.40755581855774
106471,Tragic by sum kid,justin,12,بمأساة Josh r. الصف 12، سعادة فلوريدا أنت فقط لا يمكن أن يكون له يشعر بالسحر حتى الآن استخدام السحر الأسود للعيش في الجنة ولكن,492,3.2335872650146484,3.5315585136413574,3.174979448318481
116013,Football Life,justin,12,في الواقع التفكير في كرة القدم يجعلني محبطاً حقاً. طوال اليوم أصبح مكتئباً حقاً. الممارسة بعد المدرسة تتركني مع العبوس. مع وقت قصير جداً أصبح متوتراً جداً. ممارسة المعرفة سوف تكون صعبة. لا أستطيع التفكير في أي شيء سوى ألمي. عندما تسمع وقتاً للركض، فإنه ليس خدعة. ليس هذا ما تخسره، بل هو ما يمكن أن تكسبه. ولكن بعد ذلك أفكر في ليلة الجمعة، يوم اللعب. أحصل على ذلك الاندفاع، أشعر بتدفق طاقتي. إنه عندما يأتي كل هذا العمل الشاق إلى اللعب. أعلم أنه سيكون يوماً عظيماً. هذا هو عندما أنظر إلى قراراتي مرة أخرى. وأقول إنني سعيد لأنني لعبت كرة القدم.,608,2.7163302898406982,3.32222318649292,3.063269853591919
111044,On the ocean mantled blue,justin,12,كان هناك حبيبان، أحدهما أميرة إل، والآخر بشري. على هذا المحيط الأزرق، كانت أميرة إلفين خالدة ولكن لا يزال من الممكن أن تقتل بسيف أو سهم أو سم. على المحيط المزدحم باللون الأزرق، كانت هناك حرب عظيمة، حرب بين التنانين والجان، قتل الإنسان تنين، الملك التنين، ولكن عندما مات. على المحيط أزرق،,503,2.49481201171875,3.2886781692504883,2.943530797958374
20403,M.O.M.M. (My Ode to My Mother),justin,12,كأحمر كزهرة، بيضاء كحمامة، زرقاء كالسماء، قوية كحبي، أعطيتني القدرة على التنفس والرؤية، وعندما كنت مضطرباً، عزيتني، كنت أتمنى لو كان هناك طريقة بسيطة للشرح، الطريقة التي ساعدتني بها أتفوق على كل الألم، كل المال والماس، لا يمكن أبداً أن تبلغ، لكل الحب غير المشروط الذي أعطيته لي، كما أن أمي، ملاكي، أنا مدين لك بروحي،,661,3.85371732711792,3.631291151046753,3.3328773975372314
115708,We belong to the sea,kabir,12,أنا أمام البحر العظيم، الذي لا نستطيع أبداً رؤية نهايته، موجات تتدفق إلى الشواطئ تحاول الهرب، ربما، أليس نحن جميعاً نفعل نفس الشيء الذي أبصرته؟ أمواج تحاول الوصول إلى اليابسة التي هي مستقرة جداً،,803,3.0196189880371094,3.2690114974975586,3.168630838394165
63057,Brian,kaela,12,(بريان) يعاملني بشكل جيد جداً لديه دمية جميلة في ذقنه عيناه نوعاً ما من الوينكل عندما يخبرني أنه غارق في الحب معي,268,4.028430461883545,3.677406549453736,3.37133526802063
100078,Her Morning Elegance,kagure,12,صباح الخير من خلال المساحات في الستائر، جبهتي، أنفي، شفتي حتى الآن لا يستيقظ لأي تحذير كان حتى أكثر من النوم غير مريح، وأنا مستلقية هنا على وركي. أنا أحلم منا اثنين ركوب لا أحد وراء حلمي من السقوط دائما، مكمم وأعمى أنا أحلم أبدا من أي وقت مضى الدعوة بالنسبة لك الذي أنا'أعين أنا أحلم المطر الحلو الرقص بالنسبة لك الذين سأجدهم هناك، وصوت القهوة الخاص بك يدعو لحاجتنا إلى أن تكون متشابكة. ثم قبلني نسيم، حيث يستيقظ يائسا للعثور على الانعكاسات، أبحر طويلا على سفينة.,601,3.482603073120117,3.6125693321228014,3.1795201301574707
85450,Gated Freedom,kailey,12,عندما كنت طفلاً، الحرية كانت أسطورة؛ لم أكن أعرف أبداً الشعور بالعيش بنعمة؛ كنت محاطاً دائماً ببوابة أو حائط؛ ولم أتوقع ما هو قادم أن أدعوه. لكن بطريقة ما كنت راضياً بكل حدودي؛ كنت أعرف أن العالم الخارجي لم يكن مكاناً ممتعاً لزيارتي؛ في عالمي الصغير كنت آمناً وآمناً؛ أنا الآن في العالم الحقيقي، ولدي الكثير لأتحمله؛ الآن أعرف، كم كنت محظوظاً تماماً؛ بدأت أدرك الآن أنني لم يكن لدي عيوب أبداً؛,586,3.22121810913086,3.393507719039917,3.144597291946411
119749,Racing Raindrops,kaitlyn,12,(أ) إن الهبوطات تنزل بشكل أسرع وأسرع وتحرق مسارات المياه عبر السماء وتدحرج خدودي. أنظر إلى الأسفل تحت أقدامي وانظر إلى الأحواض تتشكل. موجات صغيرة تتردّد عبر كل بركة بينما قطرة المطر تضربها. قريباً، لم يعد التهطال مجرد دهن. لم يعد التهطال يلتقط سرعته، يلطّخ نخيلي. كل قطرة تحمل وزناً وقوةً لا يصدقان. أحاول ضرب المطر إلى سيارتي، مسرعاً عبر موقف السيارات. قريباً ما أتوقف وفقط احتضن الطوفان. أخيراً وصلت إلى سيارتي وشاهدت قطرات تجري أسفل النوافذ، تنتشر في أنهار صغيرة انقسمت عبر الزجاج. السقوطات والزلاقات، تحاول دائماً اللحاق بالسيارة قبلها.,885,3.069089651107788,3.393507242202759,3.129706621170044
108438,If I Was a Little Older Than a Baby,kaiya,12,لو كنت أكبر قليلاً من طفل استخدمته للتفكير فقط ربما يوماً واحداً لأجدها تعيش في الشوارع لبيع المخدرات في الزاوية إذا كان شخص ما قد حذرها أن لديها طفل هناك في مكان ما بدلاً من أن تحاول أن تجدني,849,2.4856765270233154,3.440727472305298,3.014500856399536
113962,Sparky&apos;s Sniff,kaley,12,"وعندما استيقظت في صباح أحد الأيام كان الكلب بجانب سريري. وسألته: ""لماذا تحدق في وجهي؟"": ""لماذا أنت تحدق في وجهي؟""؛ ثم رفع رأسه وقال: ""أنفي رصد شيئاً، ربما بعض لحم الخنزير والبيض، وقد ارتفع إلى غرفة نومك، هلا ساعدت كلباً يتسول؟""؛ وضحكت وقفزت من سريري، ومشيت من خلال باب المطبخ، وأستجوبت أمي بأدب، و""أسباركي يسأل إن كان لديك بعد الآن؟"".",386,3.202151298522949,3.473125696182251,3.213632106781006
113911,Good people they are what I admire and bad pe they are what I respect,kamogelo,12,كل اصدقائي اصبحوا اعدائي اعدائي اعدائي اعدائي اصبحوا اصدقاء لقد اخبرت نفسي انني لن اتخلى عنهم لم اصدق انهم هم الذين يجعلونني امضي,441,2.7903568744659424,3.369908332824707,3.211738348007202
113910,Women in dark life,kamogelo,12,المرأة في الحياة المظلمة لم تفكر أبداً في أن تكون من نوع الشخص. ذلك الشخص الذي يدور حول جعل الحياة أفضل، مع الاهتمام بالجمال لأن حياتها كانت مليئة بالأكاذيب، الغيرة، الكراهية،,341,2.629836320877075,3.311948299407959,3.15297794342041
85258,LiOn oN hEaD,kaname,12,"عندما استيقظت في صباح أحد الأيام، انقض أسد على رأسي. سألت ""ما الذي تفعله هناك؟"" نظر إلي وقال. ""أسف للضوضاء التي أعرف أنني بحاجة إلى صفارة، أرجو أن تعذروني الآن، أرجو ألا يكون لديك بقرة."""" لاحظ المؤلفون: آسف على القصيدة، وأنا أعلم أنها فظيعة. معلم الكمبيوتر الخاص بي جعلنا نصنع قصيدة باستخدام مبدئية وكان علينا جميعاً أن ننشرها! مرة أخرى، اعذروا القصيدة!",395,2.697327375411988,3.3478078842163086,3.052333116531372
118040,The Old Diary,kanchi,12,واضافة الى ذلك صوت عميق آخر ، واضافة الى الكنوز ، والذكريات كلها منخفضة وعالية! التذكارات ، والبهجة الممتعة ، والمتعة الممتعة ، ونحت الفرقة الشهامة ، والراحة تبدأ ، عندما قطرات من الماء تهب على الأرض المهجورة! واعادة احضار الفتحات القيمة الغنية ، واعادة الحياة في الافكار المنفردة ، والظلال من الحياة لا يعلن عنها ، مثل الاوراق التي تنمو وتتعفن! الكسوف يحدث على النسيان الملطخ بالفعل ، الآن فقد ، مغطى في الفقاعة الإلهية,791,3.7695350646972656,3.69693922996521,3.3488924503326416
99010,Cuyler,kanye,12,♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪,57,2.677629947662353,3.14052677154541,3.1839354038238525
38398,Teaching,kara,12,الأطفال غريبون أنهم يجعلونني أشوش سبب شعوري بأنني فوق التل أحياناً يكونون رائعين عندما لا تكون المهمات متأخرة يحاولون أن يكونوا لطفاء,248,3.3027260303497314,3.4096875190734863,3.2086832523345947
113129,We are the stars and the planets,kara,12,أنتِ، أنتِ، أنتِ، أنتِ، أنتِ، أنتِ، أنتِ، أنتِ، أنتِ، أنتِ، أنتِ، أنتِ، أنتِ، أنتِ، أنتِ، أنا القمر، أنا القمر، ضوءي لا يمكن أن يكون بدونكِ. نحن نشق طريقاً إلى بعضنا البعض، نتخلّى عن السماء،,804,3.470008373260498,3.4047536849975586,3.235491991043091
78386,Love is . . .,karen,12,الحب - الحب - الحب - الحب - الحب - الحب - الحب الأدبي - الحب - الحب الكسول - الحب الكسالى - الحب الجامح - الحب الجامح - الحب البديع - الحب الغرامي,208,3.922240257263184,3.56144642829895,3.276867151260376
67266,The stork&apos;s surprise,kari,12,"عندما استيقظت في أحد الأيام على رأسي، سألت، ""ما الذي تفعله هناك؟"" نظر إلي وقال، ""أنا هنا لأحضر لك حزمة من الفرح"" ""لا إنها ليست لعبة قد تكون فتاة، قد يكون صبياً هل يهم ذلك؟ هل سيكون عالمك محطماً؟"" ""أوه لا، ""أنا أبتهج بفرح في صوتي""",483,3.860023498535156,3.863681077957153,3.339855909347534
120913,I&apos;m here for you,karin,12,لا تفعل هذا بنفسك ليس معي... لا تخافي... ... لكن لا تقولي أنه لا بأس عندما تعرفي أنه ليس كذلك... لا تبتسمي لي عندما تكونين داخلك مصابة... لا تخف مشاعرك عني أيضاً,542,2.852726936340332,3.415267944335937,3.302499532699585
116714,The Magical Love,karishma,12,ما هو الحب حتى الآن لم يجد الإجابة. هل هو حلو مثل الشوكولاتة، أو حامض مثل الخلل؟ الحب هو أكثر جمالا من الوردة الحمراء ما الذي سيبدو عليه بالنسبة للصورة عندما تكون؟ الحب هو واسع كما السماء أعمق من البحر ما الذي يجب أن أفعله عندما يغرقني؟ الحب خجول و صامت ولكن الموسيقى الملوثة! حروق نفسها لتنتشر بلا أنانية كما هو حيل الشمعة! الحب هو أزهار ملونة في حديقة مع شوكة حلو هو ألم الفراق وآمال التوحد على العشب. الحب هو كتاب جديد، أحضر كل صفحة. تريد أن تستمر في القراءة طوال العمر. الحب هو عبادة نقية، صادق، وجود إيمان أعمى عليه مثل هؤلاء الناس قليلون. الحب هو لغة العينين، الخجل، اللمسة تكفي لتقول كل ما تحتاجه من كلمات ليس كثيرا. الحب هو أشياء مجنونة غريبة ستجعلك تفعلها. تتسلق إلى الشرفة مثل قرد في حديقة! الحب هو واحد من نوعه قوي جدا وسحري في كل مكان ستجده.,1020,3.671689033508301,3.690582752227783,3.2584362030029297
53519,Love,karl,12,الحب جميل مثل الوردة الشعور بإشعال الشمس ضروري مثل الهواء الذي نتنفسه جميعاً إلهنا رائع جداً في نشر نوره,221,4.404776573181152,3.9805748462677,3.386348009109497
118292,SCHOOL ALARM RINGS,kartia,12,أجلس على سريري ثم أذهب إلى ساعتي المنبهة من أجل المدرسة أغسل وجهي,150,3.0644278526306152,3.400510787963867,3.273457765579224
112974,The Unkept Path,kate,12,أنا أسير على طول المسار غير المكشوف، وهو ظل في الضباب. وضوء الليل المظلم يرقص أسفل، يحطم شظايا الضوء نحو السماء كثعابين الضباب المدخنة حول الطحالب المغطاة بالصخور المغطاة التي تغمرني في حضورها. أقف هنا، صامتة. وشاهد اللحظات تمضي كما تشاء. إذا كان من الممكن لساعات أن تُصلح قلباً مكسوراً سأعطيه كل وقتي بعيداً. ربما يُترك قدري. الأسرار التي لم أقلها أبداً مقفلة داخل قلبي لكل الخلود الذي سيبقى فيه. ولكن بالإضافة إلى ذلك قلت الكثير أو لا يكفي ولكن في كلتا الحالتين، فإن الطريق يناديني، وأنا أسير معه بطريقة ما.,813,3.341264486312866,3.4347293376922607,3.188781261444092
108454,The Bad Day,katelyn,12,واسمحوا لي أن أقول لكم كل قصة، قصة عن يومي، بدأت سيئة جدا، وازدادت سوءا على طول الطريق، استيقظت في وقت متأخر عن المدرسة، وكان لا بد لي من التسرع، لم أحصل على فطوري، أسناني لم أكن أغسلها. جواربي لم تكن متطابقة، أنا في ورطة رهيبة، الآن حيث وضعت حذائي، أنا ذاهب لتفويتي الحافلة! لقد أخذت حقيبة كتبي، وخرجت من الباب ركضت، أنا ذاهب للحاق بالحافلة، أستطيع، أعرف أنني أستطيع. لقد وصلت إلى التوقف، ولكن شيئا ما كان صحيحا، أنا الطفل الوحيد في الجوار، لا يوجد أطفال آخرون في الأفق، وذلك عندما ضربتني، والآن كل ما علي قوله، هو أن أعود إلى السرير، لأن اليوم هو يوم السبت!,632,2.479721069335937,3.4859910011291504,3.007559537887573
100369,My life as a teen woman,katherine,12,أمي وأبي لم يكن لدي أي أم أو أب أنا لا أريد أن أعيش في منزل لبيت أخواتي,270,2.474162578582764,3.3248305320739746,2.9645450115203857
115422,From Colorful to Colorless,kathirvel,12,الالوان والالوان والالوان والاحلاف من الالوان موجودة والتي لا يوجد منها سوى القليل من الاهتمام بنا ، تصبح على الارجح منا نقابل الكثير من الالوان في الازهار ، في الارض ، في الاشجار ، في السماء ، في الشمس ، في القمر ، وما ليس على الارض ليس لها لون ! حتى اكثر مخلوقات الله تعقيدا لديها ألوان فيهم . الالوان ، الالوان ، الالوان ، الالوان ، الالوان ، الالوان التي تحدد شخصية الشخص ، الالوان تحدد شخصية الشخص ، الالوان تغير نظرته ، الالوان تغير نظرته ، الالوان كهويات ، الالوان التي تنقلها ، الالوان بشكل افضل,1314,3.505585193634033,3.5021939277648926,3.2624943256378174
50739,"Dear Mother Mary,",kathy,12,يا لك من شخص لطيف وجميل جداً. حبك مثل شمعة. جمالك يأتي من الداخل وتوهج للعالم كله ليراه.,152,4.543071269989014,3.907449722290039,3.3794920444488525
118274,Into My Heart,katie,12,كنتِ تلمحين إلى قلبي، علمتُ أنّي أحببتكِ منذ البداية، ويديكِ ووجهكِ الجميلين، عالم من الشفق والشعر، وابتسامتكِ، وصوتكِ، حلوّ وعزيزكِ،,614,4.242086887359619,3.8101260662078857,3.366541624069214
15439,COLOR POEM,katie,12,لو كان لون أحمر لَوَنَاً لَوْنًا لَكَانَتْ زَوْدَةً كَبَرِدَةً كَبَيْتٍ لَوْلَدَتْ كَانَتْ شَرِيحَةً لَكَانَتْ شَرِيعَةً كَأَرْزَةً لَوْ كَانَتْ شَرِيدَةً سَتَكُونُ كَثَمَنَةً لَنْ يَكُونَ لَنْ يَنْسَرَ كَطَرِيقٍ كَذَرِيقٍ .,428,3.3561136722564697,3.2202444076538086,3.2036166191101074
118358,Sports,katie,12,ألعب الكثير من الألعاب الرياضية، ألعب دورين، الرنّامة و الكرة اللينة.,64,3.292484760284424,3.0675535202026367,3.266855478286743
104158,Sun,katie,12,الربيع والصيف. هذان هما المفضلان لدي. مواسم الحياة.,74,4.077601432800293,3.522434711456299,3.373823642730713
35947,Impish Mind Games,katie,12,حيث يعيش البشر حيث يجب أن تذهب -- أي شيء أفضل لن تعرفه. سوف أصب هذه الصباغة، على روحك وعلى عينك. هذا المكان سوف أجعله يتهرب من عقلك، هذا الموقع السحري مع نوعه السري. معي هذا اللقاء لا وجود له؛ هذا يفحصه مناديلك. لذا، ما زلت تحت الشجرة تحلم بشيء آخر غيري.,377,3.221402168273926,3.2943735122680664,3.244901180267334
120141,HUMANITY LOSE ITS MEANING WITHOUT TEARS,kaveri,12,"لقد طلبت من نفسها مرات عديدة أن تبكي عندما يحدث ذلك. لكن شخص ما قال لها: ""الضعفاء يبكون"" بينما قال لها آخرون: ""صوت الصرخة هو رمز للدمار نفسه"""". استمعت إلى كل شيء وكل ما يمكن أن تجده في نفسها كان جسداً بدون بنية معمارية من العاطفة. دعته بالحجر. كل ما تستطيع تغييره في حياتها من دون الدموع كان نقل نفسها من ""هي"" إلى ""هي"". في وقت قريب، هذا الشيء الحجري القلبي كان مطروقاً مع الغيرة والكبرياء والفراغ في الحياة من دون المواءمة والأحكام. ما كان يمكنها أن تفعله أيضاً عندما لم تشعر حتى بدموع الحزن. الآن بعد أن أدركت أن صوت البكاء مليء بالبراءة، حتى أنها لم تقل لطفلها أبداً أن يتوقف عن البكاء في الحزن والضياع. تقول: ""الرجل يبكي حتى بعد معرفة أنهم هالكون عند موت حبيبه. هذا يظهر الإنسانية وليس الضعف. هذا يظهر النقاء وليس الأذى الذاتي"".",928,2.5278425216674805,3.256502389907837,2.9906036853790283
111557,Stella in Sparkleland,kavita,12,كل ليلة في البركة، تمنّت (ستيلا) على نجمة! في يوم من الأيام، خططت الساحرة الملتوية لسرقة كل نجمة! على عصاها الصغير، طار عاليا في السماء. لعب الكرون لها خدعة سيئة، وانتشل جميع النجوم في محاولة واحدة! وعلقها في فستانها، بدا جميلا للرقص. لذلك كانت ستيلا في محنة، وأردت أن تأخذ فرصة. واستدعىت الجنية الأرجوانية، التي رشّت شرارة وردية! استبدلت كل النجوم,765,3.352998971939087,3.642813205718994,3.2496001720428467
115373,roses,kawwiwwi,12,"""الوروز هي ""الوردات الحمراء"" و ""الحلوى الزرقاء الحلوة و كذلك أنت",63,3.678411483764648,3.355795383453369,3.315834283828736
116009,"Lawson, Sonnet 1",kayla,12,هذا الصباح استيقظت في وقت متأخر من جرس الانذار بلدي كسر لا وقت لوضع على المكياج أو الشعر أحاول أن أجد ملابساً ولكن وضعت على عبارتي وركضت خارج الباب وامسكت كميرا تذكرت اسناني يجب ان تغسل,598,3.593571901321411,3.664079189300537,3.280437707901001
34753,A   Poem    For   You!,kayla,12,كان هناك حصان لم يكن لديها أحد لركوبها ثم بعض الفتيات أسمهن (إيرين) و(ستيفاني) و(كايلا) أرادن ركوب الأحصنة لكن لم يكن لديهم أي خيول,160,2.7808728218078613,3.0016331672668457,3.040749311447144
120486,I love you,kaylee,12,أنا أحبك أحب كل قطعة فيك. قلبي يخفق عندما أراك وتؤلم لتشوقك عندما تتركها عندما تفارقك. قلبي أحبك أحب كل شيء فيك. أحب الطريقة التي تفرش بها شعري من وجهي عندما أقع في النوم بجوارك والطريقة التي تدور بها حولي كما لو أنني الفتاة الوحيدة في العالم,458,4.321215152740479,3.907163143157959,3.372912168502808
116010,Songs by the River,kaylynn,12,الجوقة ستبدأ أغنيتها التي مشيناها على المسرح في موقع للرقص كنا نعلم جميعاً أن الأمر سيسوء كثيراً أن المجموعة بأكملها كانت في موقف متردد: عندما تغنيها، كانت تسير على ما يرام كان من الممكن أن تكون أفضل، كان من الممكن أن تكون أسوأ أن الجوقة لم تكن راضية,569,3.405582904815674,3.4835171699523926,3.136405229568481
114921,Im Done,kayondrah,12,أَمْمُ مُمْتَمَلُ أَستسلمُ أَستسلمُ أَستسلمُ أَتْركُ الأرضَ تَسْحبُني أَسْحبُ أَسْحبُ أَسْحبُ الأرضَ أَسْحبُني في أَبتلعُي كُلّاً وسرقة روحِي تَزْرِقُني,145,2.4979169368743896,3.752673625946045,3.147448778152466
110906,The end,kayton,12,ترى لي أنا أراك كل الأشياء التي مررنا بها في هذا المكان البارد والغامق جدا ظلال وجهك لا تزال غير ميتة,196,3.1024014949798584,3.364297389984131,3.1407129764556885
115462,Tweenage Years,keana,12,إذا رأيتكم وأنا أرتدي معجون الأسنان على وجهي لا تقلقوا لأنه قناع لتشويهات بلدي على الرغم من أنه قد يكون مجرد مايونيز من السندويش الذي أكلته في وقت سابق. على الرغم من أنني أتلاعب بالمفاتيح على بيانو طفلي القديم الكبير، لا أعرف في الواقع كيف ألعبه. وبما أن كل هذا قد يكون ديجا فو من الحياة الزوبعة التي عشتها في طيزتي، فلا تعيروا أي اهتمام.,376,2.905957221984864,3.068082809448242,3.145242691040039
118698,Consumed,keanu,12,ما الذي فعلته بي؟ لقد كانت أنا؟ الدم يقطر من السكين التي من خلالي، كما كنت أنا، لكنّك لم تستطع أن تهزّه بالماضي، وأخذته منه كلّها,984,2.3872194290161133,3.4750285148620605,2.911450862884521
84844,FAME,keith,12,أنا أجيد الموسيقى على قيد الحياة حتى الآن لا تُزعجوا من فضلكم اكذبوا على حبي الذي لم يُقال بعد من هذه الأشياء انتظروا دوركم,350,3.09098744392395,3.4578962326049805,3.2408664226531982
118855,Enraged,kelli,12,غضب مرة أخرى، وضرب بغمسة. قلبه أسود كالليل، نفسه ممتلئة بالخطيئة. غطت وجهها وهي تبكي. تذكر كل وعد قطع، لم يف به. كل ليلة تصلي ألا تستيقظ قبل أن تنام. كل يوم كلمة قاسية أخرى، ضربة قاسية أخرى. هل يتراجع؟ هي لا تصدق ذلك. داخلها تشعر بالانفطار والانخفاض. فقدت كبرياءها وكرامتها بسبب سوء المعاملة. الضرب، الضرب، الضرب، الضرب، الكدمة. حياتها هي الشيء الوحيد الذي تركته لتخسره.,519,2.1779465675354004,3.527740716934204,2.894813299179077
99770,A Child&apos;s Cape Cod,kelly,12,"""أوه، كيف أحب الشاطىء؟ ""الرمل، والسند، والملح، والأحذية، والأحذية، والأحذية، والأحذية، والأحذية، والأحذية، والأقدام، والآثار الرملية، والسرطانات، والأوراق الرملية، والسرطانات، وأوراق طيور النورس، والمجارف، والجداول، والأبار الملونة، وأشرعة الأسماك الملونة، والأشرعة، والآلات، والأشرعة، والأوسمة، والأوسمة، والأحجار، والأحجار، ومخالب السرطان التي تسبح في البحر المالح تصرخ بصوت عال، و""يجب أن أتبوّل!"" ""الوجبة الرملية، والشراب الرملي، سماء الأزرق، والأصفر، والزهري، و""وقت الذهاب، و""أسمع أمي تقول تعلن نهاية يوم شاطئي: ""شاطئ، أراك قريباً."" و""كيف غداً حول الظهيرة؟"" و""أوه، كيف أحب الشاطيء!""",719,3.689419984817505,3.694392204284668,3.299821138381958
93746,Sunset,kelly,12,الارجواني والاحمر للشمس الهاربة تصل عبر المحيطات الافق البلورة تتوهج على سطح المياه,230,3.947942495346069,3.697580337524414,3.330920934677124
118646,Untitled part 1,kellyse,12,كيف أن العالم بالنسبة لي ليس لطيفاً ولكنه ليس كذلك كيف أشعر بالوحدة لماذا لا أكون سعيداً وشابياً كما كنت سابقاً؟ وأنا أبني لنفسي كل شيء سيكون على ما يرام ولكن هل يمكنني أن أحارب هذا القتال؟ لأن كل ما أفعله لا يبدو صحيحاً أبداً. لذا فإنني أخص نفسي ما هو العار. أريد أن أختبئ بعيداً، لماذا لا يمكن أن يكون كل شيء على ما يرام اليوم؟ رأسي في كل مكان وهو صعب جداً بالنسبة لي لذا أعتقد أنني لن أكون قادراً على حضور السباق،,1583,2.313284397125244,3.3702964782714844,2.878002405166626
33928,LIfe,kelsey,12,الحياة هي حياة جيدة. الحياة سيئة. الحياة عظيمة. الحياة على ما يرام. الحياة هي أنا. الحياة هي أنت. الحياة هي أنت.,87,3.921985387802124,3.405060291290283,3.3579530715942383
100009,Failed Dream,kelsey,12,ذلك الرجل، الذي يمكن أن يكون، الذي يقف ويضحك في وجهي، أشاهد بينما دمي يلطخ الثلج، وعلى الأرض، تتدفق حياتي، لا أحد يستطيع، وقف هذا الألم،,263,2.433798313140869,3.5287184715271,2.901602506637573
97280,Rushing Sea of Lies,kelsey,12,يملأ بحر الكؤوس المتدفق القلوب بالرجاء والرغبة وألف صرخة,76,3.708289623260498,3.6850719451904297,3.212809801101685
